username,handle,tweet_text,time
RedCloud,@RedCloudtech,"Congratulations Amotad Ventures, for driving the change towards merchants digitalization by taking digital payments using Red101! Thank you Nigeria Bottling Company for your cooperation, we look forward to an exciting journey with your teams!#cocacola #merchantdigitalization",2020-02-07T09:49:56.000Z
Straight Shot,@StraightShotPC,"We learned a lot from Coca-Cola over the last couple of months. One of the important lessons was to think ""outside of the box"". Has your company's marketing ever been outside of the box?#straightshotpodcast #podcasts #cocacola @CocaColaCo @CocaColaUnitedStates",2020-02-06T22:45:31.000Z
Aubz,@4ubzQ,Coke needs to sponsor me ASAP. #CocaCola #Coke,2020-02-06T18:43:38.000Z
Ida Juva,@IdaJuva,Very good very very good #coke #CocaCola,2020-02-08T06:58:31.000Z
HolleyHunter,@Holley_Hunter_,"""China’s Lavish Funds Lured U.S. Scientists. What Did It Get in Return?"" by Ellen Barry and Gina Kolata via NYT https://ift.tt/2H0ECXk #CocaCola #BrandManagement #ShareaCoke",2020-02-07T19:48:23.000Z
BUDDY,@Buddypizzadvd,This is fantastic news!!! Cherry Vanilla Coke is officially being released in bottles & cans. This is always my number one flavor combination at the Coca-Cola Freestyle Machines! Take my money now! #CocaCola #Coke #CherryVanillaCoke,2020-02-07T17:38:32.000Z
Luis Tirado Jr.,@LTJ81,I don't mind #CherryCoke but prefer regular #CocaCola. Just throwing it out there... how about you?,2020-02-07T16:40:59.000Z
Rick Boyer,@Real_Rick_Boyer,Number... 3! #CocaCola #CherryCoke,2020-02-07T14:57:52.000Z
LoadedGuns,@LoadedGunsTV,@CocaColaCo Why did you ever get rid of Vault Soda... it was absolutely amazing... please bring back Vault! Sincerely millions of Americans! #soda #CocaCola #TwitchAffilate,2020-02-07T03:17:53.000Z
Toriru,@toriruworld,REAL CHAMPIONS SHARE @cocacola Photo by: @toriruphotos ( tag @cocacola @chiefs )-#cocacola #chiefsnation,2020-02-06T22:36:29.000Z
Coke Florida,@CokeFlorida,"Honored to welcome former Coca-Cola Company Chairman Muhtar Kent during a special fireside chat with #CokeFlorida Chairman and CEO, Troy Taylor, about the creation of the first new #CocaCola bottler in 60 years, and his history of leading and shaping the business.",2020-02-06T20:28:05.000Z
HolleyHunter,@Holley_Hunter_,"""China’s Lavish Funds Lured U.S. Scientists. What Did It Get in Return?"" by Ellen Barry and Gina Kolata via NYT https://ift.tt/2H0ECXk #CocaCola #BrandManagement #ShareaCoke",2020-02-07T19:48:23.000Z
BUDDY,@Buddypizzadvd,This is fantastic news!!! Cherry Vanilla Coke is officially being released in bottles & cans. This is always my number one flavor combination at the Coca-Cola Freestyle Machines! Take my money now! #CocaCola #Coke #CherryVanillaCoke,2020-02-07T17:38:32.000Z
Luis Tirado Jr.,@LTJ81,I don't mind #CherryCoke but prefer regular #CocaCola. Just throwing it out there... how about you?,2020-02-07T16:40:59.000Z
Rick Boyer,@Real_Rick_Boyer,Number... 3! #CocaCola #CherryCoke,2020-02-07T14:57:52.000Z
LoadedGuns,@LoadedGunsTV,@CocaColaCo Why did you ever get rid of Vault Soda... it was absolutely amazing... please bring back Vault! Sincerely millions of Americans! #soda #CocaCola #TwitchAffilate,2020-02-07T03:17:53.000Z
Toriru,@toriruworld,REAL CHAMPIONS SHARE @cocacola Photo by: @toriruphotos ( tag @cocacola @chiefs )-#cocacola #chiefsnation,2020-02-06T22:36:29.000Z
Coke Florida,@CokeFlorida,"Honored to welcome former Coca-Cola Company Chairman Muhtar Kent during a special fireside chat with #CokeFlorida Chairman and CEO, Troy Taylor, about the creation of the first new #CocaCola bottler in 60 years, and his history of leading and shaping the business.",2020-02-06T20:28:05.000Z
Ida Juva,@IdaJuva,Very good very very good #coke #CocaCola,2020-02-08T06:58:31.000Z
Toriru,@toriruworld,REAL CHAMPIONS SHARE @cocacola Photo by: @toriruphotos ( tag @cocacola @chiefs )-#cocacola #chiefsnation,2020-02-06T22:36:29.000Z
Coke Florida,@CokeFlorida,"Honored to welcome former Coca-Cola Company Chairman Muhtar Kent during a special fireside chat with #CokeFlorida Chairman and CEO, Troy Taylor, about the creation of the first new #CocaCola bottler in 60 years, and his history of leading and shaping the business.",2020-02-06T20:28:05.000Z
AtlBizChron,@AtlBizChron,"Speaking to #CNBC, James Quincey touched on a variety of topics, including #CocaCola's mission to reduce its reliance on single-use plastics.",2020-02-08T23:23:29.000Z
MarketScreener Technical Alerts,@MrktScreener_TA,The Coca-Cola Company: Heavy volume for The Coca-Cola Company stock. #CocaCola #MarketScreener https://marketscreener.com//THE-COCA-COLA-COMPANY-4819/…,2020-02-07T15:02:53.000Z
☽ Nirillyx ☾,@nirillyx,gosh my stomach hurts so bad ugh probably I drank too much #CocaCola ,2020-02-07T12:58:51.000Z
"<div aria-label=""🍋"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f34b.svg"");'></div><img alt=""🍋"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f34b.svg""/></div>",@LiberalFox,"#CherryVanillaCoke #Coke #CocaCola @CocaColaCo I am honesty so excited for this when they discontinued this in 2007, a part of me died. Glad to see it makes a return. Very excited.",2020-02-07T05:23:46.000Z
Don Dada ,@Blunt__0,Coke is an addiction to me ..  #CocaCola,2020-02-07T04:59:21.000Z
Giano Pace,@GianoPace,In my natural educational habitat. Beyond grateful for being apart of this amazing CAREER DAY ! cokeflorida always DELIVERS FOR THE NEXT GENERATIONS ! #cokeflorida #cocacola #mdcps… https://instagram.com/p/B8PeDsPj1GYynTelJnl0kVsKs9Laoiv6E9Z-aE0/?igshid=120la6gup1f5y…,2020-02-06T22:11:14.000Z
Zena Marie Cowell,@ZenaMarieCowel1,#cocacola have blood on their hands ,2020-02-06T18:18:03.000Z
LeonVanSam,@LeonVanSam,Am I big enough to be a cocacola polar bear yet?? #cocacola https://instagram.com/p/B8O2VMEHqzV/?igshid=ouktpq89j2d1…,2020-02-06T16:24:04.000Z
Corra The Explorer,@cobrabydesign,Got the new Cherry Vanilla @CocaCola today. Can’t wait to try it! #CocaCola #cherryvanillacocacola #soda,2020-02-08T23:10:58.000Z
Martijn,@jmnuijs77,"#CocaCola truck€ 25,00",2020-02-08T08:14:27.000Z
Ken St. Andre,@Trollgodfather,You might see the real thing when you’re #eatingwithtrollgodfather. #cocacola https://instagram.com/p/B8S0riTBAzy/?igshid=18ohq7w1roxz3…,2020-02-08T05:26:36.000Z
Kathryn Van Aernum,@kvanastudios,"#ubiquity #cocacola @cocacola “Where’s Waldo” Once again, my directionally- challenged self is guided to photo ops! This one is in Camden. Love the horse.",2020-02-07T18:06:17.000Z
Roberta Vigilance,@SecureSponsors,Is Coca-Cola Japan’s brand-new strawberry Coke any good?【Taste test】 – SoraNews24 -Japan News- https://soranews24.com/2020/01/22/is-coca-cola-japans-brand-new-strawberry-coke-any-good%E3%80%90taste-test%E3%80%91/… via @RocketNews24En#securesponsors #cocacola #Japan,2020-02-07T10:38:11.000Z
thereminders,@TheReminders,"Thank you to everyone who took the time to vote everyday, who told other people to vote. We appreciate you so much, with your help, we WON!!! #eatsandbeatsdenver #TheReminders  #Unstoppable #southwest #cocacola",2020-02-06T19:19:26.000Z
MarketScreener Technical Alerts,@MrktScreener_TA,The Coca-Cola Company: Heavy volume for The Coca-Cola Company stock. #CocaCola #MarketScreener https://marketscreener.com//THE-COCA-COLA-COMPANY-4819/…,2020-02-06T14:55:18.000Z
Leslie Bailey,@HuanHuanisHappy,Look at all of the #cocacola stuff!!!! #ladybtravelssouthkorea #seoulsisters https://instagram.com/p/B8OKQkNllZ3/?igshid=16gzpxorvy3i9…,2020-02-06T09:58:57.000Z
Corra The Explorer,@cobrabydesign,Got the new Cherry Vanilla @CocaCola today. Can’t wait to try it! #CocaCola #cherryvanillacocacola #soda,2020-02-08T23:10:58.000Z
Martijn,@jmnuijs77,"#CocaCola truck€ 25,00",2020-02-08T08:14:27.000Z
Ken St. Andre,@Trollgodfather,You might see the real thing when you’re #eatingwithtrollgodfather. #cocacola https://instagram.com/p/B8S0riTBAzy/?igshid=18ohq7w1roxz3…,2020-02-08T05:26:36.000Z
Kathryn Van Aernum,@kvanastudios,"#ubiquity #cocacola @cocacola “Where’s Waldo” Once again, my directionally- challenged self is guided to photo ops! This one is in Camden. Love the horse.",2020-02-07T18:06:17.000Z
Roberta Vigilance,@SecureSponsors,Is Coca-Cola Japan’s brand-new strawberry Coke any good?【Taste test】 – SoraNews24 -Japan News- https://soranews24.com/2020/01/22/is-coca-cola-japans-brand-new-strawberry-coke-any-good%E3%80%90taste-test%E3%80%91/… via @RocketNews24En#securesponsors #cocacola #Japan,2020-02-07T10:38:11.000Z
thereminders,@TheReminders,"Thank you to everyone who took the time to vote everyday, who told other people to vote. We appreciate you so much, with your help, we WON!!! #eatsandbeatsdenver #TheReminders  #Unstoppable #southwest #cocacola",2020-02-06T19:19:26.000Z
Leslie Bailey,@HuanHuanisHappy,Look at all of the #cocacola stuff!!!! #ladybtravelssouthkorea #seoulsisters https://instagram.com/p/B8OKQkNllZ3/?igshid=16gzpxorvy3i9…,2020-02-06T09:58:57.000Z
Kathryn Van Aernum,@kvanastudios,"#ubiquity #cocacola @cocacola “Where’s Waldo” Once again, my directionally- challenged self is guided to photo ops! This one is in Camden. Love the horse.",2020-02-07T18:06:17.000Z
thereminders,@TheReminders,"Thank you to everyone who took the time to vote everyday, who told other people to vote. We appreciate you so much, with your help, we WON!!! #eatsandbeatsdenver #TheReminders  #Unstoppable #southwest #cocacola",2020-02-06T19:19:26.000Z
MarketScreener Technical Alerts,@MrktScreener_TA,The Coca-Cola Company: Heavy volume for The Coca-Cola Company stock. #CocaCola #MarketScreener https://marketscreener.com//THE-COCA-COLA-COMPANY-4819/…,2020-02-06T14:55:18.000Z
Robert Reid,@RobertReid64," Just look at this on the weekly time frame!!! Simply no stopping #CocaCola (KO) right now, it's full of fizz!!! At an all-time high. All the #Ichimoku components are strongly bullish trending. And there is nothing to suggest there is any trouble overhead either, not yet anyhow",2020-02-07T22:10:22.000Z
sin,@siniticom,Check out Final Fantasy IX Coca Cola Promo Figure Color & Red  Set of 7 Japan #Cocacola http://ebay.com/itm/-/232367989870?roken… ##ebay,2020-02-07T17:39:59.000Z
Pharma-Deko Plc,@pharmadeko,Friday Fun Quiz!Coca-cola was initially developed by pharmacists to help cure ................?#pharmadeko #CocaColaForMe #CocaCola,2020-02-07T17:23:30.000Z
Godswill Nwala,@Godswyl,My love for @cocacola_ng cocacola #cocacola #cokeacola #nigerianbrewery https://instagram.com/p/B8RHddUlyX_/?igshid=qcwas5vsbeol…,2020-02-07T13:40:32.000Z
Andreas Schallwig,@potatoandy,My colleague Usagi is currently quarantined at home due to the #CoronavirusOutbreak. She’s a #CocaCola addict but can’t go out to buy any. So we made this litte #AugmentedReality game for her to keep her spirits up. Stay strong girl!Made with #threejs #ARjs and #vuejs,2020-02-07T10:45:54.000Z
Coca-Cola GIB,@CocaCola_GIB,Have you tried the Energy Drink that tastes like Coca-Cola?!?!??!?#CocaCola #OpenHappiness #Gibraltar #ShareATreat #Coke #SacconeAndSpeed,2020-02-07T07:47:36.000Z
Co-Branded FinGraphs,@CFingraphs,$KO http://demo.FinGraphs.com Pot. intermed top in Uptrend INTRAWEEK 60m-15m-4m combo chart #CocaCola #Trading,2020-02-06T22:31:56.000Z
Jeff evant,@JeffreyEvant,The night is always #Bright. At the #CocacolaEnergy Event #cocacola #Energy #YNATLS #EvantNightlife #EverythingFunny #WithTheProgram @ SIR Stage37 https://instagram.com/p/B8PfVtgDCaX/?igshid=1hmlly9vuzo43…,2020-02-06T22:22:27.000Z
Robert Reid,@RobertReid64," Just look at this on the weekly time frame!!! Simply no stopping #CocaCola (KO) right now, it's full of fizz!!! At an all-time high. All the #Ichimoku components are strongly bullish trending. And there is nothing to suggest there is any trouble overhead either, not yet anyhow",2020-02-07T22:10:22.000Z
sin,@siniticom,Check out Final Fantasy IX Coca Cola Promo Figure Color & Red  Set of 7 Japan #Cocacola http://ebay.com/itm/-/232367989870?roken… ##ebay,2020-02-07T17:39:59.000Z
Pharma-Deko Plc,@pharmadeko,Friday Fun Quiz!Coca-cola was initially developed by pharmacists to help cure ................?#pharmadeko #CocaColaForMe #CocaCola,2020-02-07T17:23:30.000Z
Andreas Schallwig,@potatoandy,My colleague Usagi is currently quarantined at home due to the #CoronavirusOutbreak. She’s a #CocaCola addict but can’t go out to buy any. So we made this litte #AugmentedReality game for her to keep her spirits up. Stay strong girl!Made with #threejs #ARjs and #vuejs,2020-02-07T10:45:54.000Z
Co-Branded FinGraphs,@CFingraphs,$KO http://demo.FinGraphs.com Pot. intermed top in Uptrend INTRAWEEK 60m-15m-4m combo chart #CocaCola #Trading,2020-02-06T22:31:56.000Z
Jeff evant,@JeffreyEvant,The night is always #Bright. At the #CocacolaEnergy Event #cocacola #Energy #YNATLS #EvantNightlife #EverythingFunny #WithTheProgram @ SIR Stage37 https://instagram.com/p/B8PfVtgDCaX/?igshid=1hmlly9vuzo43…,2020-02-06T22:22:27.000Z
Co-Branded FinGraphs,@CFingraphs,$KO http://demo.FinGraphs.com Pot. intermed top in Uptrend INTRAWEEK 60m-15m-4m combo chart #CocaCola #Trading,2020-02-06T22:31:56.000Z
Godswill Nwala,@Godswyl,My love for @cocacola_ng cocacola #cocacola #cokeacola #nigerianbrewery https://instagram.com/p/B8RHddUlyX_/?igshid=qcwas5vsbeol…,2020-02-07T13:40:32.000Z
Coca-Cola GIB,@CocaCola_GIB,Have you tried the Energy Drink that tastes like Coca-Cola?!?!??!?#CocaCola #OpenHappiness #Gibraltar #ShareATreat #Coke #SacconeAndSpeed,2020-02-07T07:47:36.000Z
CoinShopGilbert,@gilbertcoins,For Sale Two Vintage Coca Cola Calendars- framed but intact for entire years 1944 and 1949 Perfect for a man cave or she shed #mancaveideas #mancave #cocacola #vintage #collectibles #calendar #cocacolacollector https://instagram.com/p/B8RY51knfpu/?igshid=1cvpyrvg3s92u…,2020-02-07T16:04:39.000Z
Durgesh Dubey,@digital_durgesh,Is pepsi and coca cola are same #pepsi #cocacola #FridayThoughts #HappyRoseDay2020,2020-02-07T14:22:48.000Z
Giovanny Leon,@GiovannyLeon,"How #CocaCola, #Netflix, and #Amazon Learn from Failure #learning #experiments #innovation",2020-02-07T14:15:05.000Z
Experiment Beast,@xperimentBeast,"#Experiment: Car vs #CocaCola, Horn. #CrushingCrunchy & Soft Things. #ExperimentvsCar",2020-02-07T03:37:38.000Z
Just Retro Waves,@JustRetroWaves,"Throw a cold pop there bud... the coolest sodas were #CocaCola, #Drpepper, #Pepsi, #Obitzback in the day. Fun Facts!",2020-02-07T01:49:33.000Z
MR-COOL,@DalSteven1,#NorthKorea and #Cuba are the only places you can't #buy #CocaCola,2020-02-07T00:35:31.000Z
Darius Williams,@dariuscooks,I may or may not pass what do you guys think?http://dariuscooks.tv/smash-or-pass-cherry-vanilla-coke/…#CocaCola #cherryvanillacoke #foodnews #DariusCooksTV,2020-02-06T19:14:05.000Z
"Sugar, Spice and Family Life",@sugarspicefam,Coca-Cola #IceCream Cake is a delicious #chocolate #dessert. #CocaCola #cake #recipehttp://bit.ly/2fwlOA6,2020-02-06T19:00:08.000Z
CoinShopGilbert,@gilbertcoins,For Sale Two Vintage Coca Cola Calendars- framed but intact for entire years 1944 and 1949 Perfect for a man cave or she shed #mancaveideas #mancave #cocacola #vintage #collectibles #calendar #cocacolacollector https://instagram.com/p/B8RY51knfpu/?igshid=1cvpyrvg3s92u…,2020-02-07T16:04:39.000Z
Durgesh Dubey,@digital_durgesh,Is pepsi and coca cola are same #pepsi #cocacola #FridayThoughts #HappyRoseDay2020,2020-02-07T14:22:48.000Z
Giovanny Leon,@GiovannyLeon,"How #CocaCola, #Netflix, and #Amazon Learn from Failure #learning #experiments #innovation",2020-02-07T14:15:05.000Z
Experiment Beast,@xperimentBeast,"#Experiment: Car vs #CocaCola, Horn. #CrushingCrunchy & Soft Things. #ExperimentvsCar",2020-02-07T03:37:38.000Z
Just Retro Waves,@JustRetroWaves,"Throw a cold pop there bud... the coolest sodas were #CocaCola, #Drpepper, #Pepsi, #Obitzback in the day. Fun Facts!",2020-02-07T01:49:33.000Z
MR-COOL,@DalSteven1,#NorthKorea and #Cuba are the only places you can't #buy #CocaCola,2020-02-07T00:35:31.000Z
Darius Williams,@dariuscooks,I may or may not pass what do you guys think?http://dariuscooks.tv/smash-or-pass-cherry-vanilla-coke/…#CocaCola #cherryvanillacoke #foodnews #DariusCooksTV,2020-02-06T19:14:05.000Z
Just Retro Waves,@JustRetroWaves,"Throw a cold pop there bud... the coolest sodas were #CocaCola, #Drpepper, #Pepsi, #Obitzback in the day. Fun Facts!",2020-02-07T01:49:33.000Z
MR-COOL,@DalSteven1,#NorthKorea and #Cuba are the only places you can't #buy #CocaCola,2020-02-07T00:35:31.000Z
"Sugar, Spice and Family Life",@sugarspicefam,Coca-Cola #IceCream Cake is a delicious #chocolate #dessert. #CocaCola #cake #recipehttp://bit.ly/2fwlOA6,2020-02-06T19:00:08.000Z
"Sugar, Spice and Family Life",@sugarspicefam,Coca-Cola #IceCream Cake is a delicious #chocolate #dessert. #CocaCola #cake #recipehttp://bit.ly/2fwlOA6,2020-02-06T19:00:08.000Z
Tickeron,@Tickeron,$KO's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram just turned positive. View odds for this and other indicators: https://tickeron.com/go/1215018 #CocaCola #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today,2020-02-07T11:29:52.000Z
DGHFF,@DGHFilmFestival,"We are proud to present our panel for the movie 'El Susto' in Amsterdam! @Jopinie, Karen Akins, @Svijver77 and Marinka van der Hoeven Can't wait to welcome you in Amsterdam on Saturday! #ElSusto #publichealth #NCDs #diabetestype2 #CocaCola",2020-02-07T09:00:01.000Z
Elizabeth Poje,@Elizabeth_Poje,Jack and coke. New drinks work from @vijey_studio playing with branding elements of Jack Daniels and Coca-Cola. ..@JackDaniels_US @CocaCola @CocaColaCo#jackdaniels #cocacola #design #branding #drinksphotographer #artdirection #whiskey,2020-02-07T01:09:07.000Z
SaveOurSparrows,@SaveOurSparrows,"Public should look into how bad #CocaCola is for them. As @CocaCola dont care!! Iv helped saved many lives of #Renal #Patients from drinking this bad drink. My Nana died from #Diabetes young ~ she drank this,cleaned her toilet with it when it went flat. It came up shiny#Health",2020-02-06T20:34:42.000Z
David Sullivan,@DaveDSu,Always Coca Cola. #CocaCola #cola #coca #TimesSquare #times #square #NewYork #new #york #nyc #america (for some reason when I upload these videos it always comes out pixelated on Facebook. Sometimes through Instsgram… https://instagram.com/p/B8PRdWXgdhJ/?igshid=9rdtwwgkfpgs…,2020-02-06T20:21:25.000Z
Matt Bussa,@mbussa5,"https://youtube.com/watch?v=syQjJBEVNx8…Wild ending to last night's Clash! Unfortunately, the @WilliamsEsports #5 was one of the 30+ cars in this wreck. Hopefully we saved our good luck for Tuesday's big race!#enascar #iracing #cocacola #esports",2020-02-06T19:16:18.000Z
Loees Kiryakos,@LoeesKiryakos,Love #simple but #brilliant ideas in #advertising like this #cocacola  https://instagram.com/p/B8PHt9NHqBJ/?igshid=d6ibakswyiu4…,2020-02-06T18:55:59.000Z
Susan Marie,@susan_marie_ll,"Entering for chance to #win#LipSmacker Coca-Cola Party Pack Lip Glosses >https://upvir.al/ref/fk33069304#CocaCola  Ends on February 26, 2020.#GoodLuck",2020-02-06T18:41:27.000Z
Tacos Mexico,@tacosmexico1,HAPPY  THROWBACK THURSDAY BEAUTIFUL PEOPLE @tacosmexico #tacosmexico #since1975 #tacos #burritos #sopes #tortas #quesadillas #gorditas #aguasfrescas #cocacola #coke #ubereats Find a location near you.... http://TACOSMEXICO.COM y Yaaa!!!,2020-02-06T16:22:03.000Z
Good Hope Volunteers,@GHVvolunteers,"Coke has a new ‘dumpy’ scheme – which will save you around R7 for every 2 litre of Coca-Cola, with one catch https://businessinsider.co.za/coca-cola-2-litre-plastic-bottle-returnable-dumpy-2020-2… via @BusinessInsider#GoodHopeVolunteers #plasticpollution #reuse #recycle #reduce #Cocacola #returnable #PETplastic #singleuseplastic #SDG14",2020-02-06T10:59:26.000Z
SaveOurSparrows,@SaveOurSparrows,"Public should look into how bad #CocaCola is for them. As @CocaCola dont care!! Iv helped saved many lives of #Renal #Patients from drinking this bad drink. My Nana died from #Diabetes young ~ she drank this,cleaned her toilet with it when it went flat. It came up shiny#Health",2020-02-06T20:34:42.000Z
David Sullivan,@DaveDSu,Always Coca Cola. #CocaCola #cola #coca #TimesSquare #times #square #NewYork #new #york #nyc #america (for some reason when I upload these videos it always comes out pixelated on Facebook. Sometimes through Instsgram… https://instagram.com/p/B8PRdWXgdhJ/?igshid=9rdtwwgkfpgs…,2020-02-06T20:21:25.000Z
Matt Bussa,@mbussa5,"https://youtube.com/watch?v=syQjJBEVNx8…Wild ending to last night's Clash! Unfortunately, the @WilliamsEsports #5 was one of the 30+ cars in this wreck. Hopefully we saved our good luck for Tuesday's big race!#enascar #iracing #cocacola #esports",2020-02-06T19:16:18.000Z
