rating,review
bad,Bad management not enough work for 2nd shift due to the fact not enough machinists. Too many bosses and they don't work in the office. People don't speak english so it makes english speaking people feel like they don't belong there.
bad,"Pour faire bref, rien à attendre. Pas d'avancement malgré l'atteinte des objectifs et le travail reconnu sur le terrain. Ambiance variable selon les services et le chiffre d'affaire du mois.  Pas de moyens pour le technique. C'est de l'exploitation pure et simple des individus, avec le sourire tous les matins et les fausses rigolades autour d'un café à la machine."
bad,Utilisation du véhicule personnel pour les réunions de chantier !!!
bad,les salariées sont des numéros sans aucun importance . aucune auguementation de salaire en 2015 malgree les benefices re&lisée
bad,"The company went through alot of changes from being independently owned to now, merged and coorperately owned, so adminstration there has become more strict and more condescending of other employees, which makes being a technician there a bit of a joke and harder to grow within the company."
bad,"Nothing to say about it , it was just a rgular job ,nothing special, it was more like a sweatshop them a job only good thing is the boss was not down your neck."
bad,"travail excellent, manque de personnelle et rejette la faute sur ses salariées. et certaines personnes occupe des poste qu'il ne devrais pas."
good,"Société assez importante mais un management de cour d'école. "
good,Entreprise à faible budget recherche la rentabilité de employé au mépris de la sécurité
good,"Site innovant donc énormément de petit soucis dans le process donc beaucoup d'intervention sur astreinte, beaucoup d'heure sup (difficulté à les récupérer)."
good,"Worked on certain machines my whole shift, with some computer task. I always make sure my work areas are clean. The touhgest part of the job is dealing with such poor management."
good,I have been working here for more than a year now and it has been a good experience. The management gave me opportunity to learn and manage a project effectively. But I didn't receive hierarchical or monetary growth.
good,"Overall the company is a good place to work. People are very friendly. Benefits are ok, but medical is expensive. You will work long hours when company is busy."
good,"bonne expérience"
good,Nous passons au bureau que le mardi matin se qui fait qu'on part de chez sois pour aller au premier client et le soir on rentre directement chez nous
good,fue buena experiencia fui aprndiendo al trabajo bajo presion y responsabiidad y tratr con las personas
good,"Travaille difficile mais gratifiant, aucune aide autre que sois même"
good,Cordiali gentili  ho lasciato per un impegno personale
good,"Since gone into liquidation.  Competitive market with Chinese imports.  Great company to have worked for, a great varied role.  A brilliant team and low staff turnover."
good,"travaille tré enrichissante tré manue,l motivé, sérieux, motivé"
good,Structured environment.  Large company with small company feel.
good,"agréable, à voir dans le temps."
good,IDEX was generally a good place to work.  Corporate management is good and working to change the culture. Benefits were very good.
good,Les conditions sont bonnes on se sent bien et écoutés
good,"Some of the managers are not qualified, just got promoted because they are working here for years. Don't know how the world is outside and treat everyone line shop floor workers and try to suck the blood out of their epmloyee's."
good,heures du lundi au vendredi 8h -17h dépannage et installations frigorifiques chez particuliers et entreprise
good,"IDEX empresa de consultores dedicada a los negocios PYME con problemas de crecimiento laboral, mediante un exhaustivo análisis y auditoria en las áreas de trabajo, puestos administrativos, fiscales y laborales se implementaban las soluciones necesarias para hacer crecer al negocio."
good,"Es una empresa en crecimiento, por ello la toma de decisiones en ocaciones no es la adecuada para los trabajadores, se desenvuelve en un ambiente laboral tranquilo y muy amable."
good,"j ai fait mes armes comme tech avant d evoluer vers un nouveau poste autre societe."
good,"Bonne entreprise, de bons moyens pour intervention, formation disponible, soutien de l'équipe."
good,"Enrichissant. véritable support des problématiques des opérationnels, je suis également garant du bon respect des régles en vigueur. Interlocuteur priviligié avec le terrain."
good,"As this was the first company I started my career in the Diamond & jewelry industry  there was loads of things to learn with this organization  ."
good,L'entreprise est accompagne particulièrement bien les jeunes diplômés débutants dans le domaine dans le monde du travail.
good,"Easy job, great route, can be long route and driving time. 130-200 miles, may be driving to Paso Robles to Lompoc. You need customer skills and a lot of organization skills."
good,"I absolutely loved my position with IDEXX until they hired a new supervisor who had zero compassion for animals or customer service.  The new supervisor was only concerned about production, not results or the outcome of those results."
good,Vendor Negociation
good,"Excelente ambiente laboral."
good,très structuré et un bon encadrement de ses salariés
good,"Contact quotidien avec le terrain. Sollicitation sur des problématiques en matière de relations individuelles du travail. "
good,Me gustaría regresar. Los directivos se preocupan por el personal.
good,"J'ai été technicien informatique en apprentissage."
good,"Excelente empresa con valores eticos y morales, y muy buen trato."
good,El dia inicia con un recorrido de obra revisando los pormenores del dia anterior checando los detalles pendientes y los procesos de calidad en la construccion junto con el maestro encargado de la misma se platica con el gerente los detalles localizados y la forma de atacarcarlos para solucionarlos lo mas pronto posible se llega a un acuerdo y se platica con el maestro la mejor forma de avanzar en los mismos y darles seguimiento para su pronta solucion
