rating,review
bad,"So when I started with the company, it was great and the culture matched. Now, it's nothing but externally hired managers ridding for performance with not a single shred of care for their employees. Sneeze wrong and get written up with threats of termination."
bad,"Worst job ever. eBay has to have perks to keep people great company. Horrible job!"
bad,"Ebay only thinks about ebay and big business only, and does not consider its sellers as people.  Ebay gives no second chances to its sellers, and tries to get ride of its long time sellers who built ebay.  Ebay trashes its long time sellers in order to make space for big business."
bad,Attrition is high here due to the false expectations of when you will be off and the pay rate is not comparable for the city of Austin. management did not manage.
bad,"One of the worst environment I've ever experienced. When going to contracted company HR/Account Manager, they very kindly tell you, tough luck. There's nothing wrong with the current work environment."
bad,Radial is a really terrible place to work. The pay stinks and most of the management are terrible. You have to really watch your back working at radial.
bad,Management did not have the interest of the company but used their power to influence employees to do personal things for or with them.  If you were not playing the games that management wanted they would lie on you to try to fire you.
bad,"eBay is a horrible company to work at first you will think it is great but under the fake face of the company of eBay you will see that management and TLs just dont give care about you or your personal life , you are a pawn in there company. Forget about getting vacations planned , not going to happen. Training and supporting staff dose not exist. I watched alot of good people get let go from the company over the last 2 years over the result orientated company and they were perfect for the job did everything right but because they customer didnt like them and they got a bad review they got they boot. I quit eBay due to the way the company just dosent care about its employers. Take this as a warning , if you like seeing your family and friends dont apply to work here as you will never get time off and will never get a vacation you need."
bad,Se crea mucho ambiente entre los empleados y los managers pero hay una gran falta de comunicación y educación laboral
bad,"I was hired to work remotely for eBay.  I was shocked at the ages and lack of knowledge on basic info. the trainer Zachary whos previous job was manager at a chik Fil a.  He went on and on about his hair length and than we were asked who are favorite super hero was.  This was the level of maturity throughout training. Favorite disc jockey where to go skateboarding. Things normal grown ups don't think about.  I quit on the 2nd day realized I couldn't tolerate anymore.  My guess is eBay is too hip for me."
bad,Mandatory overtime all the time especially to peak season no raises for them. I’ve been there for years no employees to come and get hired on and get paid very well management sucks work life balance is terrible by the time we get home you’re too tired to deal with household stuff I would not recommend this job for anybody that is trying to grow this is definitely a job just to get money
bad,If you want to be stressed out and tired work here. if not DONT DO IT!!!!!!!!!! they do not care about their employees. I hated my time at this company.
bad,I would not recommend working for this company. I worked there and would almost cry because of the worst training and having to lie to customers about them getting there product on time when it was the holidays. I knew they would not especially when they were in other countries. I also won a gift card and had it thrown at me because I did not want to take a picture with it. It was in front of other employees. It was the lady manager sitting in the office that did it.
bad,"It was a glorified sweatshop! It's good for people who need something quick, while they search for an ACTUAL job, instead of signing up to do this slave work for PENNIES on the dollar."
bad,"- Lack of descent management"
bad,Over worked a lot and very disappointed with management team . I did make great money while I was there but was not happy . I felt I was treated unfairly many times due to a lot a favoritism.
bad,"I joined this company with very high expectations. Unfortunately, its more politics and games that run the show than actual working - let alone decision making. "
bad,"Awful, just awful. Worst place I've ever worked. Like fake botox filled faces on steroids glaring at you all day. Makes you feel like garbage for not having the implementation of any basic training that they don't give you. They treat you like chum to throw out to disgruntled sellers who the flawed system they designed has screwed over."
bad,Management has no vision and ideas. They lack vision and leadership. Favoritism and politics . The environment is unhealthy. New talent is the only working strata.
bad,Training class turned into high school drama. When I reported lewd and inappropriate conversations when the trainer left the room I was then ostracized and harassed by the immature trainees.
bad,"Ever."
